experiment,key,status,inputs_hash,restarted,wall_seconds,hostname,git_commit,excluded,exclusion_reason,reaction,barrier_error_kcal,barrier_kcal,bond_max_all_pairs,bond_max_ref_pairs,bond_rms_all_pairs,category,cphf_solves,drive_calls,drive_converged,drive_outcome,drive_steps,drive_target_error,energy_ev,energy_gap_kcal,equation,highest_tier,idpp_rmsd_heavy,irc_connects,midpoint_rmsd_heavy,mode_overlap_bonds,mode_overlap_reference,n_imaginary,omega_imaginary,pes_residual_ev_ang,refine_converged,refine_displacement_rmsd,refine_gradient_calls,refine_steps,refined_n_imaginary,rmsd_all,rmsd_heavy,rung,spin_changes,tier_T0,tier_T1,tier_T2,tier_T3,tier_T4,count_calculate_calls
02_ts_single_ended,rxn_01,skipped,8a5f80b908730e53,False,0.014453709125518799,wifi-10-44-166-226.wifi.berkeley.edu,b2d810fac630583d557c8d314eb6e18040b8e547,True,no verified reference from E01,rxn_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_ts_single_ended,rxn_03,ok,9832edeba1b21b1a,False,31.713561666896567,wifi-10-44-166-226.wifi.berkeley.edu,b2d810fac630583d557c8d314eb6e18040b8e547,,,rxn_03,-6.703056507217047,-9.962386962554782e-09,0.44882240833200926,0.44882240833200926,0.2525234248378209,hydrogen,1,1,True,flat_gradient_stall,0,0.49214820833200923,-2091.3512816507555,6.703056507217046,OH + H2 -> H2O + H,1,0.3221199376595335,False,0.3221199376595335,0.22720376886418392,0.6115677632146891,1,-50.87185195843638,0.04827606805766162,True,0.15806314710465458,23,15,1,0.5426061103801303,0.5426061103801303,L1,False,True,True,False,True,False,1
