experiment,key,status,inputs_hash,restarted,wall_seconds,hostname,git_commit,barrier_error_kcal,barrier_kcal,bond_max_all_pairs,bond_max_ref_pairs,bond_rms_all_pairs,category,drive_outcome,drive_steps,drive_target_error,energy_ev,energy_gap_kcal,highest_tier,mode,mode_overlap_bonds,mode_overlap_reference,n_imaginary,omega_imaginary,pes_residual_ev_ang,reaction,reference_mayer_deviation_from_half,reference_mayer_mean_fraction,rmsd_all,rmsd_heavy,spin_changes,tau,tier_label,tier_T0,tier_T1,tier_T2,tier_T3,tier_T4
05_target_sharpness,rxn_03-asymmetric-0.30,ok,4fe6a7e2ea3b0dde,False,4.744588666828349,wifi-10-44-166-226.wifi.berkeley.edu,b2d810fac630583d557c8d314eb6e18040b8e547,644.2913465674413,650.994403064696,0.4539815140558753,0.4539815140558753,0.264351371938631,hydrogen,flat_gradient_stall,0,0.697532208329363,-2063.1214927171213,644.2913465674415,1,asymmetric,0.058829022264980775,0.04286532645120842,1,-880.1930089131782,2.882784809216271,rxn_03,-0.07065009,0.42934991,0.5426061103801303,0.5426061103801303,False,0.3,T1,True,True,False,True,False
05_target_sharpness,rxn_03-symmetric-0.30,ok,316ea22182b65f32,False,5.5678771659731865,wifi-10-44-166-226.wifi.berkeley.edu,b2d810fac630583d557c8d314eb6e18040b8e547,644.2913465674413,650.994403064696,0.4539815140558753,0.4539815140558753,0.264351371938631,hydrogen,flat_gradient_stall,0,0.29753220832936306,-2063.1214927171213,644.2913465674415,1,symmetric,0.058829022264980775,0.04286532645120842,1,-880.1930089131782,2.882784809216271,rxn_03,-0.07065009,0.42934991,0.5426061103801303,0.5426061103801303,False,0.3,T1,True,True,False,True,False
